isoname	gene	tpm
RPS11-201	RPS11	3382.08
RPS11-203	RPS11	74.6305
RPS12-201	RPS12	3155.47
RPS13-201	RPS13	13.8517
RPS13-202	RPS13	1770.81
RPS13-209	RPS13	31.8267
RPS14-201	RPS14	135.315
RPS14-204	RPS14	15.8789
RPS14-208	RPS14	19.9302
RPS15-209	RPS15	935.004
RPS15A-201	RPS15A	23.2124
RPS15A-204	RPS15A	0.739624
RPS15A-206	RPS15A	1.76909
RPS16-201	RPS16	1351.64
RPS16-207	RPS16	48.6535
RPS17-209	RPS17	3201.6
RPS18-230	RPS18	4741.84
RPS19-202	RPS19	379.723
RPS19-208	RPS19	400.781
RPS2-201	RPS2	2006.78
RPS2-202	RPS2	8.35803
RPS21-201	RPS21	2026.22
RPS21-202	RPS21	6.75724
RPS21-203	RPS21	9.3955
RPS21-204	RPS21	68.0033
RPS23-201	RPS23	87.692
RPS23-206	RPS23	0
RPS24-201	RPS24	39.839
RPS24-202	RPS24	1593.28
RPS24-203	RPS24	2.63647
RPS24-204	RPS24	1.55805
RPS24-205	RPS24	1.60204
RPS24-209	RPS24	10.4899
RPS24-214	RPS24	1538.39
RPS25-202	RPS25	2567.58
RPS26-201	RPS26	1.50736
RPS27A-201	RPS27A	180.759
RPS27AP5-201	RPS27AP5	0.823972
RPS29-201	RPS29	2229.79
RPS3-201	RPS3	7.29755
RPS3-203	RPS3	1719.67
RPS3-204	RPS3	1.15765
RPS3-205	RPS3	4.85559
RPS3-206	RPS3	5.13602
RPS3-207	RPS3	6.58052
RPS3-208	RPS3	1.10045
RPS3-210	RPS3	20.0251
RPS3-214	RPS3	5.53097
RPS3-215	RPS3	0
RPS3-216	RPS3	69.561
RPS3-218	RPS3	625.91
RPS3-219	RPS3	245.851
RPS3A-201	RPS3A	3650.71
RPS3A-209	RPS3A	4.40012
RPS3A-210	RPS3A	2.10312
RPS3A-211	RPS3A	17.7678
RPS4X-201	RPS4X	1372.82
RPS5-201	RPS5	1371.74
RPS6-201	RPS6	1998.71
RPS6-204	RPS6	1014.78
RPS6KA3-201	RPS6KA3	23.3641
RPS6KA3-203	RPS6KA3	0
RPS6KA3-206	RPS6KA3	0.252326
RPS6KA3-212	RPS6KA3	4.00667
RPS6KB1-201	RPS6KB1	20.1521
RPS6KB1-202	RPS6KB1	0.74577
RPS6KB1-203	RPS6KB1	0.199324
RPS6KB1-204	RPS6KB1	13.5951
RPS7-201	RPS7	20.2508
RPS8-202	RPS8	1811.29
RPS9-201	RPS9	698.098
RPSA-201	RPSA	1126.88
RPSA-202	RPSA	53.264
RPTOR-201	RPTOR	18.391
RPUSD2-201	RPUSD2	9.01304
RPUSD2-202	RPUSD2	6.12654
RRAGA-201	RRAGA	40.9589
RRAGB-201	RRAGB	1.27993
RRAGB-202	RRAGB	6.28536
RRAGB-203	RRAGB	4.2868
RRM1-201	RRM1	194.914
RRM2-201	RRM2	216.653
RRM2-202	RRM2	0
RRM2-207	RRM2	22.5256
RRM2-216	RRM2	9.11811
RRP12-202	RRP12	36.5778
RRP1B-201	RRP1B	80.9412
RRP7A-201	RRP7A	46.3311
RRP9-201	RRP9	67.9213
RSBN1-201	RSBN1	6.8782
RSBN1-205	RSBN1	0
RSBN1-206	RSBN1	5.45044
RSBN1L-201	RSBN1L	14.763
RSBN1L-203	RSBN1L	12.8296
RSL1D1-201	RSL1D1	65.2058
RSL1D1-204	RSL1D1	26.2678
RSL1D1-205	RSL1D1	3.22544
RSL1D1-208	RSL1D1	0
RSL1D1-210	RSL1D1	0.635236
RSL24D1-201	RSL24D1	128.875
RSL24D1-203	RSL24D1	0.173167
RSPRY1-204	RSPRY1	2.89223
RSRC2-201	RSRC2	12.7496
RSU1-201	RSU1	21.3233
RSU1-205	RSU1	8.50913
RTCB-201	RTCB	117.905
RTF1-201	RTF1	41.0458
RTF2-201	RTF2	37.7754
RTF2-202	RTF2	8.94615
RTF2-203	RTF2	48.8345
RTF2-204	RTF2	30.1783
RTL3-201	RTL3	0.38958
RTN4-201	RTN4	52.6
RTN4-202	RTN4	0.735684
RTN4-203	RTN4	1.84536
RTN4-204	RTN4	1.42235
RTN4-205	RTN4	82.5563
RTN4-207	RTN4	0
RTN4-211	RTN4	66.6189
RTN4-214	RTN4	10.3961
RTRAF-201	RTRAF	20.0032
RTRAF-206	RTRAF	234.917
RUBCN-201	RUBCN	14.5341
RUBCN-202	RUBCN	1.83657
RUBCN-203	RUBCN	0
RUSF1-201	RUSF1	33.2379
RUSF1-205	RUSF1	0
RUSF1-207	RUSF1	0.187364
RUSF1-209	RUSF1	0.00941109
RUSF1-211	RUSF1	0.654074
RUVBL1-201	RUVBL1	83.1634
RUVBL2-206	RUVBL2	208.298
RWDD1-202	RWDD1	3.98348
RWDD1-204	RWDD1	42.9897
RXYLT1-205	RXYLT1	15.0698
RYR2-201	RYR2	0
RYR2-202	RYR2	0
S100A7A-201	S100A7A	0
S1PR4-201	S1PR4	0.148378
SAAL1-201	SAAL1	13.2827
SAAL1-202	SAAL1	44.2852
SAAL1-204	SAAL1	1.7792
SAAL1-210	SAAL1	0
SACM1L-201	SACM1L	51.9835
SACM1L-202	SACM1L	1.8153
SACM1L-203	SACM1L	3.014
SACM1L-217	SACM1L	10.717
SAE1-201	SAE1	14.0573
SAE1-202	SAE1	40.7238
SAE1-203	SAE1	0
SAE1-204	SAE1	9.18436
SAE1-207	SAE1	119.138
SAE1-209	SAE1	0
SAE1-213	SAE1	1.2838
SAE1-214	SAE1	4.2333
SAFB-201	SAFB	48.4073
SAFB-202	SAFB	0.713753
SAFB-205	SAFB	3.55715
SAFB-211	SAFB	82.4705
SAFB2-201	SAFB2	35.6907
SAMD1-201	SAMD1	35.7582
SAMD1-202	SAMD1	40.5197
SAMD11-203	SAMD11	0
SAMD9-201	SAMD9	22.5227
SAMD9-202	SAMD9	0.746576
SAMM50-201	SAMM50	87.2289
SAP25-201	SAP25	1.58156
SAP25-204	SAP25	0.196498
SAP30-201	SAP30	31.4742
SAP30BP-201	SAP30BP	3.15768
SAP30BP-202	SAP30BP	0
SAP30BP-203	SAP30BP	11.9031
SAP30BP-212	SAP30BP	8.68443
SAP30BP-217	SAP30BP	4.27171
SAP30BP-218	SAP30BP	1.83726
SAP30BP-221	SAP30BP	20.4705
SAP30BP-223	SAP30BP	2.28208
SAP30BP-225	SAP30BP	14.9883
SAR1A-202	SAR1A	23.4965
SAR1A-207	SAR1A	3.29533
SAR1B-201	SAR1B	10.6347
SAR1B-204	SAR1B	3.75778
SAR1B-207	SAR1B	0
SAR1B-210	SAR1B	12.8458
SARS1-201	SARS1	120.026
SARS1-202	SARS1	7.42905
SARS2-201	SARS2	12.0639
SARS2-202	SARS2	3.30449
SARS2-212	SARS2	3.84106
SART1-201	SART1	56.5945
SASH3-201	SASH3	166.96
SATB1-201	SATB1	12.19
SATB1-202	SATB1	0.446243
SATB1-204	SATB1	6.00554
SBDS-201	SBDS	33.8443
SBDS-202	SBDS	26.6475
SBDS-205	SBDS	12.9868
SBF1-201	SBF1	27.1128
SBF1-202	SBF1	25.806
SCAF11-202	SCAF11	36.5335
SCAF11-205	SCAF11	2.63708
SCAF11-212	SCAF11	21.7287
SCAF4-201	SCAF4	14.8179
SCAF4-202	SCAF4	21.3854
SCAF4-203	SCAF4	18.0868
SCAI-201	SCAI	14.6309
SCAI-202	SCAI	2.79778
SCAI-205	SCAI	0.376418
SCAMP1-201	SCAMP1	11.6092
SCAMP1-206	SCAMP1	8.32143
SCAMP1-207	SCAMP1	4.71989
SCAMP2-201	SCAMP2	42.5835
SCAMP2-202	SCAMP2	2.93604
SCAMP2-203	SCAMP2	0
SCAMP2-205	SCAMP2	2.18443
SCAMP2-212	SCAMP2	0
SCAMP3-201	SCAMP3	64.6838
SCCPDH-201	SCCPDH	96.7635
SCD-201	SCD	347.121
SCFD1-202	SCFD1	0
SCFD1-203	SCFD1	15.3868
SCFD1-207	SCFD1	17.6378
SCGN-202	SCGN	0
SCMH1-202	SCMH1	14.061
SCML2-201	SCML2	20.4259
SCN10A-201	SCN10A	0
SCN10A-202	SCN10A	0
SCN10A-203	SCN10A	0
SCN10A-205	SCN10A	0
SCN4A-201	SCN4A	0.0131213
SCN8A-201	SCN8A	0.00242722
SCN8A-202	SCN8A	0
SCN8A-207	SCN8A	0
SCN8A-208	SCN8A	0
SCN8A-209	SCN8A	0.425695
SCN8A-215	SCN8A	0
SCN8A-217	SCN8A	0.457454
SCN8A-218	SCN8A	0
SCO1-201	SCO1	11.5655
SCO1-203	SCO1	16.8767
SCP2-201	SCP2	0.442324
SCP2-203	SCP2	20.6282
SCP2-204	SCP2	0.271864
SCP2-213	SCP2	0
SCPEP1-201	SCPEP1	17.5691
SCPEP1-215	SCPEP1	1.61314
SCRIB-201	SCRIB	14.5397
SCRIB-202	SCRIB	4.95976
SCRIB-203	SCRIB	0.58393
SCRIB-210	SCRIB	4.23692
SCRN1-201	SCRN1	18.2657
SCRN1-204	SCRN1	0
SCRN1-205	SCRN1	0
SCRN1-207	SCRN1	1.68846e-07
SCTR-201	SCTR	0
SCYL1-201	SCYL1	2.75871
SCYL1-203	SCYL1	14.3753
SCYL1-205	SCYL1	3.83171
SCYL1-206	SCYL1	5.1611
SCYL1-208	SCYL1	6.77686
SCYL1-209	SCYL1	0
SDF2L1-201	SDF2L1	33.961
SDHA-201	SDHA	27.2494
SDHA-212	SDHA	2.80843
SDK1-201	SDK1	0.013475
SDK1-202	SDK1	0
SDK1-210	SDK1	0
SEC11A-201	SEC11A	73.5367
SEC11A-202	SEC11A	13.899
SEC11A-203	SEC11A	1.8455
SEC11A-204	SEC11A	1.21509
SEC11A-208	SEC11A	4.24193
SEC11A-209	SEC11A	0
SEC11A-210	SEC11A	1.66744
SEC11C-202	SEC11C	3.45152
SEC11C-204	SEC11C	71.3119
SEC11C-205	SEC11C	8.15553
SEC13-202	SEC13	129.728
SEC14L1-201	SEC14L1	5.49979
SEC14L1-202	SEC14L1	0.000160598
SEC14L1-203	SEC14L1	0
SEC14L1-219	SEC14L1	0.309599
SEC16A-202	SEC16A	10.2341
SEC16A-203	SEC16A	27.7057
SEC16A-205	SEC16A	0.559799
SEC16A-206	SEC16A	0.107677
SEC22A-201	SEC22A	1.29654
SEC22A-202	SEC22A	0
SEC22A-204	SEC22A	9.4607
SEC22A-206	SEC22A	0.65512
SEC22A-208	SEC22A	0.606525
SEC22A-209	SEC22A	0
SEC22B-201	SEC22B	31.5072
SEC23A-201	SEC23A	27.428
SEC23A-202	SEC23A	0.341745
SEC23A-203	SEC23A	3.87389
SEC23B-201	SEC23B	4.51961
SEC23B-208	SEC23B	9.12605
SEC23IP-201	SEC23IP	18.4731
SEC24A-201	SEC24A	2.73965
SEC24A-202	SEC24A	16.3329
SEC24A-203	SEC24A	1.44844
SEC24B-201	SEC24B	13.3305
SEC24B-202	SEC24B	10.82
SEC24B-203	SEC24B	9.62278
SEC24C-201	SEC24C	4.17428
SEC24C-203	SEC24C	11.577
SEC31A-201	SEC31A	0.505637
SEC31A-203	SEC31A	12.3225
SEC31A-204	SEC31A	1.29777
SEC31A-207	SEC31A	2.81971e-08
SEC31A-213	SEC31A	8.80068
SEC31A-215	SEC31A	3.1668
SEC31A-217	SEC31A	0
SEC31A-220	SEC31A	9.31168
SEC31A-227	SEC31A	7.45961
SEC61A1-201	SEC61A1	117.22
SEC61A1-202	SEC61A1	0.447576
SEC61A1-203	SEC61A1	3.08664
SEC61G-201	SEC61G	286.659
SECISBP2-202	SECISBP2	34.1733
SEL1L-201	SEL1L	23.8429
SELENOF-201	SELENOF	175.416
SELENOF-208	SELENOF	0.527196
SELENOH-201	SELENOH	26.1318
SELENOH-202	SELENOH	21.3274
SELENOH-206	SELENOH	3.61094
SELENOI-201	SELENOI	31.2147
SELENOI-203	SELENOI	2.40883
SELENOI-205	SELENOI	0.810135
SELL-201	SELL	226.629
SELL-207	SELL	51.5193
SEM1-201	SEM1	84.4578
SEM1-203	SEM1	0.00328805
SEM1-204	SEM1	204.607
SEM1-205	SEM1	0.200351
SEM1-207	SEM1	0
SEM1-214	SEM1	0
SEM1-217	SEM1	0.146186
SEM1-219	SEM1	3.94696
SEM1-223	SEM1	1.65003
SEM1-224	SEM1	1.4477
SEMA3B-204	SEMA3B	0
SEMA3B-212	SEMA3B	0.255726
SEMA4D-201	SEMA4D	1.39865
SEMA4D-202	SEMA4D	41.1722
SEMA4D-209	SEMA4D	4.92155
SEMA6A-201	SEMA6A	2.51288e-10
SEMA6A-202	SEMA6A	0.0378825
SEMA6A-208	SEMA6A	0.303022
SEMA6A-214	SEMA6A	0.663101
SEMA6D-201	SEMA6D	0
SEMA6D-202	SEMA6D	0
SEMA6D-203	SEMA6D	0
SEMA6D-204	SEMA6D	0
SEMA6D-205	SEMA6D	0
SEMA6D-206	SEMA6D	0
SEMA6D-213	SEMA6D	0
SEMG2-201	SEMG2	0
SENP1-201	SENP1	4.03029
SENP1-205	SENP1	11.2797
SEPHS1-201	SEPHS1	74.835
SEPHS1-202	SEPHS1	4.1088
SEPHS1-203	SEPHS1	102.424
SEPHS1-204	SEPHS1	8.56496
SEPHS1-206	SEPHS1	6.91365
SEPTIN1-201	SEPTIN1	121.16
SEPTIN1-211	SEPTIN1	121.16
SEPTIN2-201	SEPTIN2	2.0536
SEPTIN2-205	SEPTIN2	2.95793
SEPTIN2-208	SEPTIN2	2.60879
SEPTIN2-245	SEPTIN2	0
SEPTIN6-201	SEPTIN6	2.69295
SEPTIN6-202	SEPTIN6	2.34832
SEPTIN6-203	SEPTIN6	133.594
SEPTIN6-204	SEPTIN6	65.2706
SEPTIN7-201	SEPTIN7	0.261562
SEPTIN7-202	SEPTIN7	4.05494
SEPTIN7-203	SEPTIN7	0
SEPTIN7-205	SEPTIN7	113.499
SEPTIN7-206	SEPTIN7	2.52472
SEPTIN8-201	SEPTIN8	1.79422
SEPTIN8-205	SEPTIN8	1.92054
SEPTIN8-206	SEPTIN8	5.25954
SEPTIN8-207	SEPTIN8	11.336
SEPTIN8-208	SEPTIN8	8.71441
SEPTIN8-212	SEPTIN8	0
SEPTIN8-216	SEPTIN8	0
SEPTIN9-202	SEPTIN9	4.8343
SERBP1-201	SERBP1	151.213
SERBP1-204	SERBP1	122.495
SERINC4-203	SERINC4	0.189538
SERPINB6-201	SERPINB6	0
SERPINB6-206	SERPINB6	0
SERPINB6-207	SERPINB6	0
SERPINB6-208	SERPINB6	0
SERPINB8-201	SERPINB8	12.6889
SERPINB8-202	SERPINB8	9.06128
SERPINB8-204	SERPINB8	3.60167
SERPINB8-205	SERPINB8	5.64234
SERPINB8-209	SERPINB8	0.372355
SET-201	SET	388.06
SETBP1-204	SETBP1	0.0102711
SETD2-201	SETD2	1.88967
SETD2-202	SETD2	29.2819
SETD2-204	SETD2	8.42226
SETD2-205	SETD2	3.85787
SETD2-209	SETD2	1.6845
SETD3-201	SETD3	4.11403
SETD3-202	SETD3	43.5307
SETD3-204	SETD3	0.873737
SETD5-204	SETD5	30.8882
SETMAR-201	SETMAR	7.70135
SETMAR-205	SETMAR	0
SETSIP-201	SETSIP	0.152112
SETSIP-202	SETSIP	0
SF1-201	SF1	66.9615
SF1-202	SF1	2.33527
SF1-203	SF1	1.93018
SF1-204	SF1	55.1904
SF1-205	SF1	15.4097
SF1-206	SF1	0
SF1-209	SF1	21.2118
SF1-216	SF1	2.26161
SF3A1-201	SF3A1	112.349
SF3A2-201	SF3A2	87.2233
SF3A3-201	SF3A3	186.859
SF3B1-201	SF3B1	181.479
SF3B2-201	SF3B2	179.91
SF3B2-206	SF3B2	5.14015
SF3B3-201	SF3B3	93.3039
SF3B4-201	SF3B4	147.14
SF3B5-201	SF3B5	107.469
SF3B6-201	SF3B6	213.245
SFPQ-201	SFPQ	208.37
SFSWAP-201	SFSWAP	24.7499
SFSWAP-210	SFSWAP	2.96684
SFXN1-201	SFXN1	65.173
SFXN1-203	SFXN1	62.0281
SFXN1-205	SFXN1	0.815867
SFXN4-201	SFXN4	28.7342
SGCE-201	SGCE	0
SGCE-203	SGCE	0
SGCE-204	SGCE	0
SGCE-205	SGCE	0
SGCE-206	SGCE	0
SGCE-212	SGCE	0
SGCE-214	SGCE	0
SGCE-215	SGCE	0
SGCE-219	SGCE	0
SGCE-224	SGCE	0
SGCE-225	SGCE	0
SGCE-226	SGCE	0
SGCE-227	SGCE	0
SGCE-228	SGCE	0
SGCE-229	SGCE	0.0593891
SGCE-231	SGCE	0
SGCE-236	SGCE	0
SGCE-238	SGCE	0
SGCE-240	SGCE	0
SGCE-243	SGCE	0
SGCE-244	SGCE	0
SGCE-248	SGCE	0
SGCE-250	SGCE	0
SGCE-251	SGCE	0
SGCE-255	SGCE	0
SGCE-256	SGCE	0
SGCE-257	SGCE	0
SGCE-261	SGCE	0
SGCE-262	SGCE	0.146474
SGCE-263	SGCE	0
SGCE-265	SGCE	0
SGCE-270	SGCE	0
SGCE-274	SGCE	0
SGCE-275	SGCE	0
SGCE-276	SGCE	0
SGCE-277	SGCE	0
SGCE-281	SGCE	0
SGCE-286	SGCE	0.222325
SGCE-288	SGCE	0
SGCE-291	SGCE	0
SGCE-292	SGCE	0.148965
SGCE-293	SGCE	0
SGCE-294	SGCE	0
SGCE-295	SGCE	0
SGCE-298	SGCE	0
SGO1-201	SGO1	3.65024
SGO1-202	SGO1	0
SGO1-203	SGO1	7.42453
SGO1-204	SGO1	0
SGO1-205	SGO1	0
SGO1-209	SGO1	7.86688
SGO1-210	SGO1	0.845087
SGTA-201	SGTA	68.0851
SGTB-201	SGTB	6.72098
SGTB-202	SGTB	3.27702
SH3BGRL-201	SH3BGRL	93.4506
SH3BGRL3-201	SH3BGRL3	309.28
SH3GLB2-201	SH3GLB2	14.1783
SH3GLB2-202	SH3GLB2	2.54037
SH3GLB2-205	SH3GLB2	16.3882
SH3GLB2-206	SH3GLB2	0.0610564
SHC1-202	SHC1	1.70041e-10
SHC1-203	SHC1	0.00399842
SHC1-204	SHC1	8.55939
SHC1-205	SHC1	7.10195
SHC1-207	SHC1	1.87948
SHC1-208	SHC1	16.3488
SHC1-210	SHC1	0.849224
SHCBP1-201	SHCBP1	21.9485
SHMT1-201	SHMT1	26.8631
SHMT1-203	SHMT1	9.97443
SHMT1-209	SHMT1	0
SHMT2-201	SHMT2	119.251
SHMT2-202	SHMT2	2.31164
SHMT2-206	SHMT2	0
SHMT2-220	SHMT2	16.5872
SHOC2-201	SHOC2	0
SHOC2-202	SHOC2	23.0831
SHOC2-203	SHOC2	1.12621
SI-201	SI	0
SIDT2-201	SIDT2	1.12764
SIDT2-202	SIDT2	0.997963
SIDT2-203	SIDT2	3.67732
SIDT2-208	SIDT2	1.76048
SIK2-201	SIK2	10.6814
SIL1-201	SIL1	0
SIL1-206	SIL1	0
SIL1-207	SIL1	0.534956
SIL1-209	SIL1	0
SIL1-210	SIL1	0
SIL1-213	SIL1	0.245519
SIL1-214	SIL1	0
SIN3A-201	SIN3A	36.5353
SIN3A-205	SIN3A	0.949561
SIN3B-201	SIN3B	11.7377
SIN3B-202	SIN3B	1.40349
SIN3B-208	SIN3B	5.58034
SIN3B-209	SIN3B	7.25686
SIPA1L1-201	SIPA1L1	0.735582
SIPA1L1-202	SIPA1L1	11.9933
SIPA1L1-203	SIPA1L1	3.84423
SIPA1L1-211	SIPA1L1	4.56631
SIRT7-201	SIRT7	17.8613
SIT1-201	SIT1	58.6513
SIT1-204	SIT1	10.3268
SKA3-202	SKA3	47.8833
SKA3-203	SKA3	3.99328
SKAP1-201	SKAP1	16.2811
SKAP1-207	SKAP1	3.85637
SKOR1-201	SKOR1	0.44657
SKOR1-202	SKOR1	0.319752
SKOR1-203	SKOR1	2.50795e-09
SKOR1-204	SKOR1	4.35683e-05
SKP1-202	SKP1	6.56639
SLA-201	SLA	175.568
SLA-202	SLA	0
SLA-203	SLA	80.6997
SLA-223	SLA	0
SLBP-201	SLBP	1.36614
SLBP-206	SLBP	51.3891
SLC12A2-201	SLC12A2	11.6844
SLC12A2-202	SLC12A2	0.175953
SLC12A2-206	SLC12A2	0
SLC12A7-201	SLC12A7	30.5083
SLC16A1-201	SLC16A1	76.4131
SLC16A1-202	SLC16A1	7.66697
SLC16A1-203	SLC16A1	0.243865
SLC16A1-204	SLC16A1	0.531242
SLC16A3-206	SLC16A3	0
SLC16A5-201	SLC16A5	0
SLC16A5-203	SLC16A5	0
SLC16A5-204	SLC16A5	0.0339546
SLC16A5-205	SLC16A5	0
SLC16A5-208	SLC16A5	0
SLC16A5-209	SLC16A5	0
SLC18B1-201	SLC18B1	11.5306
SLC18B1-204	SLC18B1	0.231887
SLC18B1-206	SLC18B1	3.34013
SLC18B1-207	SLC18B1	0
SLC20A2-201	SLC20A2	9.13022
SLC22A12-201	SLC22A12	0
SLC22A12-202	SLC22A12	0
SLC22A12-204	SLC22A12	0
SLC22A15-201	SLC22A15	0
SLC22A15-202	SLC22A15	0
SLC22A16-201	SLC22A16	0
SLC22A16-202	SLC22A16	0
SLC22A16-206	SLC22A16	0
SLC22A6-202	SLC22A6	0
SLC23A3-201	SLC23A3	0.924681
SLC23A3-202	SLC23A3	0
SLC23A3-203	SLC23A3	0.0185778
SLC23A3-206	SLC23A3	0
SLC23A3-207	SLC23A3	0.725188
SLC25A1-201	SLC25A1	24.478
SLC25A1-202	SLC25A1	32.3657
SLC25A10-201	SLC25A10	0.277455
SLC25A10-202	SLC25A10	23.7344
SLC25A10-203	SLC25A10	1.04783
SLC25A11-201	SLC25A11	47.5089
SLC25A11-202	SLC25A11	1.15336
SLC25A12-202	SLC25A12	10.811
SLC25A13-201	SLC25A13	5.14987
SLC25A13-202	SLC25A13	0
SLC25A3-201	SLC25A3	8.74472
SLC25A3-211	SLC25A3	1.22162
SLC25A35-201	SLC25A35	2.68853
SLC25A35-202	SLC25A35	6.43081
SLC25A35-204	SLC25A35	0.943347
SLC25A35-207	SLC25A35	0.378105
SLC25A38-207	SLC25A38	0.48215
SLC25A4-201	SLC25A4	4.66779
SLC25A4-202	SLC25A4	17.2266
SLC25A46-201	SLC25A46	26.7524
SLC25A46-202	SLC25A46	0
SLC25A5-201	SLC25A5	623.128
SLC25A6-201	SLC25A6	107.103
SLC25A6-201	SLC25A6	107.103
SLC26A1-201	SLC26A1	1.78133e-08
SLC26A2-201	SLC26A2	13.6647
SLC26A4-207	SLC26A4	0.438387
SLC26A4-208	SLC26A4	0.153012
SLC26A6-202	SLC26A6	6.91877e-10
SLC26A6-203	SLC26A6	7.72516
SLC26A6-204	SLC26A6	2.34642
SLC26A6-205	SLC26A6	0
SLC26A6-207	SLC26A6	5.68217
SLC26A6-213	SLC26A6	2.25713
SLC26A7-201	SLC26A7	0
SLC26A7-202	SLC26A7	0
SLC26A7-209	SLC26A7	0.0697985
SLC27A4-201	SLC27A4	21.6944
SLC27A4-202	SLC27A4	0
SLC27A6-201	SLC27A6	0
SLC28A3-201	SLC28A3	0
SLC29A3-201	SLC29A3	6.02757
SLC29A3-203	SLC29A3	0
SLC2A1-203	SLC2A1	4.75954
SLC2A2-201	SLC2A2	0
SLC2A2-203	SLC2A2	0
SLC30A9-201	SLC30A9	13.4216
SLC34A3-201	SLC34A3	0
SLC34A3-204	SLC34A3	0.127039
SLC34A3-205	SLC34A3	0.280738
SLC35A3-201	SLC35A3	2.99084
SLC35A3-204	SLC35A3	0.526001
SLC35A3-224	SLC35A3	0
SLC35F2-202	SLC35F2	0
SLC35F2-203	SLC35F2	0.550668
SLC35F2-204	SLC35F2	30.5911
SLC35F2-205	SLC35F2	0
SLC35F2-206	SLC35F2	2.82332
SLC35F4-201	SLC35F4	0
SLC35F4-203	SLC35F4	0
SLC35F4-206	SLC35F4	0
SLC35G1-201	SLC35G1	0
SLC35G1-202	SLC35G1	2.65093
SLC38A2-201	SLC38A2	114.35
SLC3A1-201	SLC3A1	0.031844
SLC3A1-202	SLC3A1	0.149903
SLC3A1-205	SLC3A1	0
SLC3A1-207	SLC3A1	0
SLC3A1-208	SLC3A1	0
SLC3A1-210	SLC3A1	0
SLC3A2-201	SLC3A2	60.2619
SLC3A2-202	SLC3A2	5.78634
SLC3A2-203	SLC3A2	4.23358
SLC3A2-204	SLC3A2	11.6849
SLC3A2-206	SLC3A2	16.6536
SLC44A3-201	SLC44A3	0
SLC44A3-202	SLC44A3	0
SLC44A3-203	SLC44A3	0
SLC44A3-204	SLC44A3	0
SLC44A5-201	SLC44A5	1.29375
SLC44A5-202	SLC44A5	1.30107
SLC47A2-201	SLC47A2	0
SLC47A2-202	SLC47A2	0
SLC47A2-203	SLC47A2	0
SLC47A2-210	SLC47A2	0
SLC4A10-201	SLC4A10	0
SLC4A10-202	SLC4A10	0
SLC4A10-203	SLC4A10	0
SLC4A10-204	SLC4A10	0
SLC4A10-205	SLC4A10	0
SLC4A10-206	SLC4A10	0
SLC4A1AP-201	SLC4A1AP	2.1818e-06
SLC4A1AP-202	SLC4A1AP	1.1078
SLC4A1AP-205	SLC4A1AP	1.05548
SLC4A1AP-206	SLC4A1AP	32.658
SLC4A2-201	SLC4A2	2.86488
SLC4A2-202	SLC4A2	30.3443
SLC4A2-204	SLC4A2	0.435039
SLC4A3-201	SLC4A3	0
SLC4A3-202	SLC4A3	0
SLC4A3-205	SLC4A3	0
SLC4A3-206	SLC4A3	0.0303499
SLC4A3-207	SLC4A3	0
SLC4A4-201	SLC4A4	5.84676
SLC4A4-202	SLC4A4	0
SLC4A4-203	SLC4A4	0.305279
SLC4A4-204	SLC4A4	0
SLC4A7-201	SLC4A7	0
SLC4A7-203	SLC4A7	0
SLC4A7-205	SLC4A7	0
SLC4A7-206	SLC4A7	6.81455
SLC4A7-207	SLC4A7	0
SLC4A7-208	SLC4A7	0.202273
SLC4A7-209	SLC4A7	0
SLC4A7-210	SLC4A7	0.051655
SLC4A7-211	SLC4A7	0
SLC4A7-212	SLC4A7	0
SLC4A7-213	SLC4A7	1.17658
SLC4A7-214	SLC4A7	1.34676
SLC6A12-201	SLC6A12	0.0467507
SLC6A13-201	SLC6A13	0.0693235
SLC6A13-203	SLC6A13	0
SLC6A15-201	SLC6A15	0
SLC6A15-203	SLC6A15	0.0496685
SLC6A15-206	SLC6A15	0
SLC6A20-202	SLC6A20	2.07246
SLC6A20-203	SLC6A20	0
SLC6A20-204	SLC6A20	0.0433916
SLC7A1-201	SLC7A1	58.0305
SLC7A6-201	SLC7A6	27.5104
SLC8B1-201	SLC8B1	0
SLC8B1-202	SLC8B1	3.48297
SLC8B1-203	SLC8B1	8.58344
SLC8B1-207	SLC8B1	0.351191
SLC8B1-208	SLC8B1	1.31866
SLC9A3R1-201	SLC9A3R1	33.3156
SLC9A3R1-202	SLC9A3R1	127.533
SLC9A7-201	SLC9A7	0
SLC9A7-205	SLC9A7	4.21164
SLCO4A1-201	SLCO4A1	6.82743
SLCO4A1-208	SLCO4A1	3.27999
SLTM-202	SLTM	68.4143
SLTM-203	SLTM	15.3835
SLU7-201	SLU7	34.8261
SMAD2-201	SMAD2	1.57743
SMAD2-202	SMAD2	12.9798
SMAD2-212	SMAD2	6.52691
SMAD3-202	SMAD3	0
SMAD4-201	SMAD4	3.87687
SMAD4-213	SMAD4	25.6887
SMAGP-202	SMAGP	5.04003
SMAGP-208	SMAGP	1.11617e-06
SMAP1-201	SMAP1	6.72318
SMAP1-202	SMAP1	0.958692
SMAP1-203	SMAP1	5.64608
SMAP1-206	SMAP1	1.2553
SMAP2-201	SMAP2	30.2074
SMAP2-202	SMAP2	21.2841
SMAP2-203	SMAP2	0
SMAP2-205	SMAP2	2.60668
SMAP2-206	SMAP2	0.905038
SMARCA1-201	SMARCA1	1.16588
SMARCA1-202	SMARCA1	1.37683
SMARCA2-201	SMARCA2	0.898999
